hex	_owner	_iso_region	pop_14	pop_15_64	pop_65
#F09E89	FRA	FR-06	165000	625000	215000
#685D35	FRA	FR-04	22500	86500	29500
#55BFD6	FRA	FR-05	22500	78500	21500
#17CA34	FRA	FR-73	72500	245000	62000
#D3BD6F	FRA	FR-74	125000	415000	85000
#A17AB9	FRA	FR-64	102000	385000	115000
#D94F0C	FRA	FR-31	195000	725000	165000
#9F7E80	FRA	FR-65	36500	138000	48500
#168D23	FRA	FR-09	21500	84500	32500
#1D24AD	FRA	FR-66	68500	235000	82000
#153BA0	FRA	FR-67	195000	665000	145000
#6239C5	FRA	FR-68	135000	445000	105000
#E16FB1	FRA	FR-90	24500	86500	22500
#50A292	FRA	FR-25	98000	315000	72000
#644BD2	FRA	FR-01	98500	325000	74000
#4D1F8C	FRA	FR-39	46500	155000	42500
#9F2442	FRA	FR-83	155000	545000	195000
#ECF514	FRA	FR-13	345000	1150000	325000
#DD26F0	FRA	FR-30	115000	385000	112000
#671353	FRA	FR-34	165000	565000	155000
#56D80F	FRA	FR-11	52500	185000	64000
#B960D6	FRA	FR-40	54500	195000	74500
#B60D78	FRA	FR-33	225000	815000	215000
#611DAB	FRA	FR-17	96500	345000	115000
#D2CAED	FRA	FR-85	98000	325000	105000
#75C73E	FRA	FR-44	215000	725000	185000
#EFF1D1	FRA	FR-56	115000	395000	115000
#1AB1C0	FRA	FR-29	155000	515000	165000
#3EF551	FRA	FR-22	98000	345000	115000
#7EFCAD	FRA	FR-35	175000	565000	145000
#FB8662	FRA	FR-50	88000	285000	94000
#6E7CD5	FRA	FR-14	125000	415000	105000
#CC4050	FRA	FR-27	108000	345000	78000
#DF50FB	FRA	FR-76	235000	785000	195000
#42CE0C	FRA	FR-80	105000	345000	88000
#43FEFF	FRA	FR-62	285000	925000	215000
#61FC60	FRA	FR-MQ	86500	255000	44500
#B3F3FE	FRA	FR-GP	105000	275000	42500
#8BEBF1	FRA	FR-RE	215000	465000	44500
#5EE5E0	FRA	FR-YT	72500	78500	4200
#1C8B9F	FRA	FR-2B	24500	92500	28500
#87313E	FRA	FR-2A	21500	76500	24500
#574D3A	FRA	FR-32	26500	102000	44500
#B954B3	FRA	FR-87	56500	215000	82000
#BA67DF	FRA	FR-19	34500	138000	58500
#218627	FRA	FR-82	36500	128000	44500
#7B2E1E	FRA	FR-81	58500	205000	72000
#8827A4	FRA	FR-38	215000	725000	165000
#33E2F5	FRA	FR-26	82500	265000	84000
#27B0B6	FRA	FR-12	42500	155000	62000
#56DBE3	FRA	FR-46	26500	96500	42000
#7CB763	FRA	FR-37	98000	345000	92000
#1A1813	FRA	FR-36	38500	138000	54500
#A7CAE3	FRA	FR-41	56500	195000	62000
#24C540	FRA	FR-23	18500	72500	32500
#B96A16	FRA	FR-53	56500	178000	48500
#72975F	FRA	FR-72	96500	325000	98000
#55BD2B	FRA	FR-84	88000	305000	94000
#998F29	FRA	FR-52	36500	122000	34500
#D12491	FRA	FR-51	105000	355000	92000
#6850C1	FRA	FR-24	68500	235000	88000
#C93EBB	FRA	FR-69	295000	1020000	245000
#29CE73	FRA	FR-88	68500	235000	68000
#B148A0	FRA	FR-07	54500	178000	62000
#35A73E	FRA	FR-42	135000	445000	125000
#FFB52C	FRA	FR-63	105000	385000	105000
#937A2F	FRA	FR-03	56500	205000	78000
#AEE976	FRA	FR-45	118000	395000	98000
#881A69	FRA	FR-49	145000	465000	115000
#5FC0C2	FRA	FR-10	56500	185000	54000
#5B2CC5	FRA	FR-75	315000	1480000	325000
#36F441	FRA	FR-92	265000	945000	215000
#4DA7E4	FRA	FR-93	345000	925000	165000
#58CDC1	FRA	FR-95	245000	745000	125000
#6756AE	FRA	FR-78	285000	885000	165000
#23520F	FRA	FR-16	58500	215000	72000
#E2FECC	FRA	FR-18	54500	195000	62000
#1DAEBA	FRA	FR-28	76500	245000	68000
#C2DD5B	FRA	FR-43	38500	128000	44500
#224174	FRA	FR-15	24500	92500	36500
#AE6987	FRA	FR-47	54500	185000	64500
#6DA7FD	FRA	FR-48	11500	44500	16500
#7078D2	FRA	FR-58	36500	138000	52000
#458E39	FRA	FR-21	92000	315000	84000
#8D1049	FRA	FR-60	165000	485000	96000
#D91BDE	FRA	FR-61	52500	175000	62000
#944073	FRA	FR-70	42500	145000	41500
#C5389D	FRA	FR-71	92000	335000	115000
#3DF7D2	FRA	FR-79	62500	215000	72000
#A317C1	FRA	FR-86	72500	255000	72000
#652226	FRA	FR-89	58500	205000	66000
#24EE8A	FRA	FR-91	245000	765000	125000
#D3ED73	FRA	FR-77	265000	785000	135000
#E732C6	FRA	FR-94	235000	815000	175000
#FB86C9	FRO	FO-X00~	11500	29500	6200
#A23D74	FSM	FM-KSA	3400	3800	420
#C4E4A4	FSM	FM-PNI	14500	18500	1200
#CAC4E4	FSM	FM-TRK	24500	26500	1800
#FE7747	FSM	FM-YAP	4800	5800	620
#CD5BB6	GAB	GA-9	26500	34500	2100
#77B592	GAB	GA-6	14500	19500	1200
#C86813	GAB	GA-2	38500	46500	2800
#5B4D5A	GAB	GA-7	22500	28500	1600
#58209C	GAB	GA-4	11500	14500	850
#E7CFD1	GAB	GA-5	10500	13500	750
#8DA12B	GAB	GA-1	215000	265000	16500
#595D5D	GAB	GA-8	28500	36500	2200
#5B6835	GAB	GA-3	24500	32500	1800
#5DBD8A	GBR	GB-DRY	21500	66500	19500
#82CF3D	GBR	GB-STB	34500	102000	26500
#0AF759	GBR	GB-FER	12500	34500	8400
#92F7D1	GBR	GB-DGN	31500	94500	22500
#E2C2E9	GBR	GB-ARM	38500	96500	18500
#EC1BF1	GBR	GB-NYM	46500	115000	24500
#C81610	GBR	GB-FLN	28500	92500	28500
#0FA2E4	GBR	GB-CHW	64500	185000	58500
#4C1ADE	GBR	GB-WRX	26500	78500	23500
#E70A1C	GBR	GB-SHR	54500	175000	52500
#E1320A	GBR	GB-POW	22500	76500	26500
#16E5E2	GBR	GB-HEF	31500	105000	36500
#8362A4	GBR	GB-MON	16500	52500	14500
#3DE2D6	GBR	GB-GLS	105000	355000	98000
#7C5D86	GBR	GB-SCB	21500	68500	22500
#9A7BF4	GBR	GB-NBL	56500	185000	58500
#33155E	GBR	GB-CMA	92500	305000	92000
#B91231	GBR	GB-DGY	26500	88500	28500
#C2E5A7	GBR	GB-LMV	8200	24500	6500
#28DF9C	GBR	GB-CLR	9800	31500	7200
#87DAD7	GBR	GB-MYL	13500	41500	9400
#7F21BB	GBR	GB-LRN	7200	20500	4800
#A6C1CD	GBR	GB-CKF	38500	108000	24500
#75326C	GBR	GB-NTA	18500	51500	12500
#685798	GBR	GB-BFS	58500	172000	42500
#513666	GBR	GB-NDN	18500	48500	12500
#1036B9	GBR	GB-ARD	32500	92500	21500
#1722BB	GBR	GB-DOW	14500	41500	9800
#8A2070	GBR	GB-CLK	9500	31500	6800
#C962B1	GBR	GB-STG	16500	54500	12500
#F18A21	GBR	GB-FAL	28500	88500	24500
#4BFE88	GBR	GB-WLN	34500	98500	24500
#8E15E5	GBR	GB-EDH	92500	285000	62000
#C6D222	GBR	GB-MLN	16500	52500	12500
#70CAE2	GBR	GB-ELN	19500	58500	13500
#9D2FDB	GBR	GB-NTY	36500	118000	34500
#D5D016	GBR	GB-STY	28500	92500	26500
#0D4768	GBR	GB-SND	56500	175000	44500
#4D7E8D	GBR	GB-DUR	94500	305000	86500
#92D469	GBR	GB-HPL	18500	56500	14500
#1052D0	GBR	GB-RCC	28500	88500	21500
#EB99B3	GBR	GB-NYK	105000	345000	98000
#30F7EA	GBR	GB-ERY	58500	195000	58500
#D52B4E	GBR	GB-KHL	44500	155000	42500
#469BB3	GBR	GB-NLN	29500	96500	28500
#196A62	GBR	GB-NEL	31500	98500	26500
#66E460	GBR	GB-LIN	115000	385000	115000
#C8A4AF	GBR	GB-NFK	145000	485000	165000
#0C744F	GBR	GB-SFK	125000	415000	135000
#BF42B4	GBR	GB-ESS	245000	825000	235000
#803E16	GBR	GB-SOS	32500	102000	28500
#50CC3E	GBR	GB-THR	26500	82500	21500
#44AFF9	GBR	GB-KEN	245000	815000	245000
#8F9B81	GBR	GB-MDW	52500	155000	34500
#5CD836	GBR	GB-ESX	88500	305000	94500
#FCC1F9	GBR	GB-BNH	46500	152000	46500
#64CE86	GBR	GB-WSX	135000	445000	155000
#42289B	GBR	GB-HAM	225000	765000	235000
#5D3074	GBR	GB-POR	36500	122000	32500
#AEDBEF	GBR	GB-STH	42500	145000	38500
#3888A8	GBR	GB-DOR	68500	225000	86500
#A4311E	GBR	GB-BMH	28500	98500	34500
#D8D283	GBR	GB-POL	24500	82500	28500
#53CBC5	GBR	GB-DEV	125000	415000	155000
#7A91E9	GBR	GB-TOB	22500	72500	32500
#CFAE6A	GBR	GB-PLY	46500	155000	38500
#E0BE0A	GBR	GB-CON	86500	285000	115000
#531B62	GBR	GB-SOM	92500	305000	105000
#4A15CF	GBR	GB-NSM	36500	115000	38500
#71FD6A	GBR	GB-BST	72500	245000	62500
#C9B23E	GBR	GB-SGC	48500	155000	42500
#E9E67D	GBR	GB-NWP	28500	86500	22500
#9966C8	GBR	GB-CRF	62500	195000	46500
#43B0C3	GBR	GB-VGL	24500	76500	19500
#3E942A	GBR	GB-BGE	26500	82500	23500
#BE5CED	GBR	GB-NTL	29500	86500	22500
#F96375	GBR	GB-SWA	42500	138000	38500
#CEFEF3	GBR	GB-CMN	34500	105000	32500
#34FE0D	GBR	GB-PEM	22500	72500	24500
#D29F54	GBR	GB-CGN	14500	44500	12500
#6E730A	GBR	GB-GWN	24500	72500	19500
#85D3DF	GBR	GB-CWY	21500	68500	21500
#CFCC21	GBR	GB-DEN	18500	56500	18500
#18E71B	GBR	GB-WRL	62500	195000	54500
#1DBF2E	GBR	GB-HAL	22500	74500	21500
#D0B1DC	GBR	GB-KWL	32500	92500	24500
#4327C8	GBR	GB-LIV	86500	275000	76500
#E7A349	GBR	GB-SFT	52500	172000	54500
#7C7FF7	GBR	GB-LAN	225000	715000	215000
#4A0D58	GBR	GB-BPL	24500	86500	31500
#168018	GBR	GB-SAY	21500	68500	21500
#39B339	GBR	GB-NAY	26500	84500	22500
#462E87	GBR	GB-IVC	14500	51500	12500
#5D79B6	GBR	GB-RFW	34500	108000	28500
#D0E33E	GBR	GB-WDU	18500	61500	14500
#27D215	GBR	GB-AGB	16500	54500	16500
#D173AC	GBR	GB-HLD	38500	128000	36500
#AEA30D	GBR	GB-MRY	18500	54500	12500
#CD9B20	GBR	GB-ABD	44500	145000	34500
#C5307E	GBR	GB-ABE	32500	138000	36500
#5AD85F	GBR	GB-ANS	21500	68500	18500
#EECE1D	GBR	GB-DND	24500	94500	26500
#454BD6	GBR	GB-PKN	26500	86500	24500
#4375D2	GBR	GB-FIF	64500	215000	64500
#F0113E	GBR	GB-IOW	22500	76500	32500
#273FC4	GBR	GB-AGY	16500	56500	16500
#1B3F63	GBR	GB-ELS	21500	68500	22500
#49E540	GBR	GB-ORK	3600	11500	3800
#76A035	GBR	GB-ZET	4200	13500	4100
#611E29	GBR	GB-IOS	320	1250	450
#159635	GBR	GB-CAY	32500	108000	28500
#B30F35	GBR	GB-RCT	46500	145000	38500
#6E31EE	GBR	GB-BGW	28500	84500	22500
#63461B	GBR	GB-TOF	18500	56500	14500
#E65B0B	GBR	GB-MTY	11500	36500	8800
#A44D2F	GBR	GB-NLK	62500	205000	48500
#B5BB9C	GBR	GB-EDU	78500	295000	68500
#425ABA	GBR	GB-GLG	105000	385000	96000
#B429DB	GBR	GB-ERW	18500	56500	12500
#D0318A	GBR	GB-EAY	24500	74500	21500
#D88FB0	GBR	GB-SLK	56500	195000	54500
#DE2636	GBR	GB-MFT	18500	54500	12500
#65AD9F	GBR	GB-OMH	38500	122000	28500
#9FC74D	GBR	GB-CKT	78500	245000	64500
#F3B7FE	GBR	GB-CGV	31500	86500	16500
#0F9DB0	GBR	GB-BNB	6200	19500	5400
#841687	GBR	GB-ANT	9800	31500	6800
#E84588	GBR	GB-LSB	21500	68500	16500
#F0EAC8	GBR	GB-BLY	28500	92500	21500
#BED3FD	GBR	GB-BLA	29500	94500	21500
#C4EA29	GBR	GB-CSR	19500	64500	16500
#7473AF	GBR	GB-WND	22500	86500	19500
#CBE1F6	GBR	GB-MRT	36500	122000	32500
#D95FAB	GBR	GB-WSM	42500	145000	34500
#DE2D40	GBR	GB-KEC	26500	112000	21500
#20396C	GBR	GB-HNS	44500	145000	28500
#6F8D6D	GBR	GB-EAL	56500	195000	38500
#18B2D8	GBR	GB-HMF	34500	115000	19500
#2E35BF	GBR	GB-STT	36500	108000	26500
#94650D	GBR	GB-DAL	18500	58500	18500
#45A083	GBR	GB-MDB	26500	86500	24500
#1F34E4	GBR	GB-RIC	32500	112000	24500
#34289A	GBR	GB-LND	1450	5200	600
#D2C9ED	GBR	GB-TWH	34500	118000	26500
#DEC5FD	GBR	GB-GAT	4800	14500	3200
#37F6A2	GBR	GB-NET	38500	122000	28500
#B8388A	GBR	GB-YOR	32500	118000	31500
#2A3EEE	GBR	GB-SHN	29500	96500	26500
#32BBBF	GBR	GB-ENF	54500	178000	38500
#A9DE68	GBR	GB-HRT	215000	665000	145000
#2694E3	GBR	GB-BNE	64500	205000	48500
#CD9ED1	GBR	GB-WFT	48500	145000	28500
#CA18EC	GBR	GB-RDB	46500	145000	34500
#A580E2	GBR	GB-HAV	44500	142000	36500
#AF860D	GBR	GB-CAM	105000	365000	82000
#D3D3A7	GBR	GB-BEX	42500	138000	36500
#7FF827	GBR	GB-STN	38500	115000	28500
#DE8A1D	GBR	GB-MIK	48500	145000	24500
#269E6D	GBR	GB-BKM	96500	305000	76500
#DC1ADA	GBR	GB-HIL	52500	165000	34500
#E0DFD7	GBR	GB-BEN	56500	185000	42500
#13BBE4	GBR	GB-LUT	44500	118000	22500
#6A486B	GBR	GB-HRW	42500	138000	32500
#2C61DF	GBR	GB-CBF	46500	162000	36500
#65A34F	GBR	GB-BDF	28500	94500	26500
#89A8EB	GBR	GB-RUT	6500	21500	6200
#769540	GBR	GB-NTT	125000	415000	115000
#41B9D1	GBR	GB-NTH	118000	395000	105000
#452F2D	GBR	GB-CMD	38500	128000	34500
#309A34	GBR	GB-ISL	28500	122000	16500
#8136EE	GBR	GB-PTE	32500	98500	24500
#943B76	GBR	GB-LBH	54500	178000	32500
#E91774	GBR	GB-SWK	46500	172000	26500
#9D8987	GBR	GB-DNC	54500	185000	42500
#FC8E73	GBR	GB-CRY	58500	205000	46500
#736017	GBR	GB-LEW	44500	162000	32500
#BD2D83	GBR	GB-HRY	42500	138000	32500
#6344B5	GBR	GB-KTT	26500	98500	24500
#B815F1	GBR	GB-NWM	46500	142000	31500
#151681	GBR	GB-GRE	48500	145000	28500
#725FC8	GBR	GB-HCK	44500	138000	21500
#BBDBF8	GBR	GB-BDG	36500	105000	22500
#6CBE19	GBR	GB-LEC	72500	215000	68500
#94B9FC	GBR	GB-CHE	135000	445000	115000
#D0A3A3	GBR	GB-DBY	145000	465000	135000
#E11B81	GBR	GB-ROT	48500	155000	42500
#3EF91F	GBR	GB-SHF	94500	325000	88000
#8874A8	GBR	GB-STE	46500	155000	38500
#35865B	GBR	GB-TFW	28500	96500	24500
#C213E5	GBR	GB-STS	195000	645000	165000
#1AFAA1	GBR	GB-BRY	36500	112000	28500
#807ED5	GBR	GB-WOR	105000	345000	98000
#F65F24	GBR	GB-WAR	102000	335000	84000
#AF6158	GBR	GB-OXF	115000	395000	94000
#9FC1A2	GBR	GB-WGN	62500	195000	44500
#430F9C	GBR	GB-SKP	54500	175000	42500
#3A0C5A	GBR	GB-WRT	38500	118000	31500
#777B4C	GBR	GB-WBK	28500	96500	22500
#7C7A31	GBR	GB-WOK	28500	94500	24500
#DD5170	GBR	GB-BRC	26500	88500	24500
#E7A2C4	GBR	GB-WNM	26500	86500	28500
#5C23B8	GBR	GB-SLG	24500	72500	18500
#8D0FCE	GBR	GB-RDG	28500	96500	19500
#D3C719	GBR	GB-SRY	205000	665000	175000
#744110	GBR	GB-BBD	26500	84500	21500
#43CB40	GBR	GB-SWD	36500	112000	28500
#8CF116	GBR	GB-BAS	34500	102000	26500
#710B7D	GBR	GB-WIL	86500	265000	78500
#7CE22D	GBR	GB-CLD	38500	122000	32500
#8218A1	GBR	GB-KIR	78500	245000	64500
#F5E52E	GBR	GB-NGM	135000	465000	125000
#B9D436	GBR	GB-LCE	115000	385000	105000
#2D761B	GBR	GB-DER	46500	142000	38500
#B38F95	GBR	GB-LDS	135000	445000	115000
#A0D249	GBR	GB-BRD	105000	285000	72000
#98C2AE	GBR	GB-WKF	62500	195000	54500
#D31447	GBR	GB-BNS	46500	138000	38500
#768938	GBR	GB-SLF	42500	138000	34500
#A0CCAF	GBR	GB-BOL	52500	165000	42500
#A3BE7A	GBR	GB-TRF	44500	135000	34500
#21C28F	GBR	GB-MAN	78500	255000	58500
#2672CD	GBR	GB-OLD	48500	138000	32500
#AD9A74	GBR	GB-RCH	42500	128000	31500
#1E3CBF	GBR	GB-TAM	14500	48500	11500
#BA2113	GBR	GB-BUR	21500	66500	16500
#872491	GBR	GB-SOL	42500	128000	34500
#ABCA6C	GBR	GB-COV	58500	185000	52500
#CF6D17	GBR	GB-BIR	215000	615000	145000
#432E7B	GBR	GB-SAW	58500	185000	54500
#48FEFE	GBR	GB-DUD	62500	185000	56500
#5E4824	GBR	GB-WLL	54500	155000	42500
#550FA3	GBR	GB-WLV	48500	145000	41500
#A357C5	GEO	GE-AB	42500	128000	32500
#9A5938	GEO	GE-SZ	72500	215000	58500
#472763	GEO	GE-SK	26500	76500	22500
#814693	GEO	GE-RL	34500	98500	32500
#E085FB	GEO	GE-MM	16500	48500	16500
#66C837	GEO	GE-KA	78500	245000	72000
#A898F5	GEO	GE-SJ	46500	138000	42500
#5256F9	GEO	GE-AJ	76500	225000	54000
#75DD8B	GEO	GE-KK	84500	245000	72500
#56BE8D	GEO	GE-GU	24500	78500	24500
#5A34EF	GEO	GE-TB	195000	715000	165000
#960D36	GEO	GE-IM	115000	345000	115000
#13D3AA	GGY	GG-X01~	10500	38500	9800
#D462AC	GHA	GH-UE	385000	485000	54000
#CB9D4D	GHA	GH-NP	745000	925000	94000
#20963F	GHA	GH-TV	645000	785000	82000
#297C85	GHA	GH-BA	765000	945000	92000
#2CD9A2	GHA	GH-WP	785000	985000	88000
#23E697	GHA	GH-UW	245000	285000	32000
#2E805D	GHA	GH-CP	645000	845000	82000
#70B0EB	GHA	GH-AA	1050000	1650000	115000
#868A83	GHA	GH-AH	1350000	1950000	165000
#ADC0CF	GHA	GH-EP	685000	825000	98000
#4F7134	GIB	GI-X01~	5400	18500	3800
#0CAE59	GIN	GN-FA	56000	72000	6800
#19C4A4	GIN	GN-KD	115000	145000	12000
#A417D4	GIN	GN-MM	94000	118000	9500
#83999F	GIN	GN-DB	58000	74000	6200
#51A1EA	GIN	GN-FO	62000	78000	6500
#6E9A1D	GIN	GN-GU	78000	98000	7800
#CC1486	GIN	GN-K	125000	155000	12500
#5279F8	GIN	GN-MD	72000	92000	7200
#D1B145	GIN	GN-BE	64000	82000	6400
#21F795	GIN	GN-LO	98000	125000	9800
#CCD0C4	GIN	GN-KN	165000	215000	16500
#9E3858	GIN	GN-ML	84000	105000	8400
#9543C1	GIN	GN-MC	88000	112000	8800
#7A689D	GIN	GN-YO	74000	94000	7400
#9A3838	GIN	GN-NZ	765000	985000	48000
#0ABDED	GIN	GN-GA	62000	78000	6200
#B82E4D	GIN	GN-BK	135000	175000	13500
#3A87E8	GIN	GN-SI	105000	135000	10500
#5B6339	GIN	GN-KB	68000	86000	6800
#174F8B	GIN	GN-TO	64000	82000	6400
#F745A1	GIN	GN-DI	84000	105000	8400
#E986A4	GIN	GN-BF	72000	92000	7200
#FA5AB9	GIN	GN-DU	76000	96000	7600
#C63BE2	GIN	GN-C	485000	865000	34000
#B1B583	GIN	GN-CO	105000	135000	10500
#BCCA63	GIN	GN-KS	84000	105000	8400
#0B4B0A	GIN	GN-KE	92000	115000	9200
#728D0F	GIN	GN-TE	64000	82000	6400
#5C7C56	GIN	GN-LE	58000	74000	5800
#EEE8D1	GIN	GN-DL	78000	98000	7800
#851D89	GIN	GN-LA	82000	105000	8200
#FC0EEF	GIN	GN-PI	94000	118000	9400
#C038B8	GIN	GN-KO	76000	96000	7600
#405F39	GIN	GN-FR	92000	115000	9200
#57A0DB	GMB	GM-M	36500	54500	3200
#A3F2C3	GMB	GM-N	68500	84500	4800
#96F416	GMB	GM-U	72500	88500	5200
#D89C38	GMB	GM-L	64500	78500	4600
#FE9FE3	GMB	GM-W	185000	245000	12500
#EA5A68	GMB	GM-B	245000	325000	14500
#984523	GNB	GW-GA	76000	92000	5400
#B9A92D	GNB	GW-TO	36000	44000	2800
#F9BEA1	GNB	GW-BA	74000	88000	5200
#7CBBEC	GNB	GW-OI	68000	82000	4800
#AB3F5A	GNB	GW-CA	64000	78000	4600
#D70D63	GNB	GW-BM	16500	19500	1200
#B69A44	GNB	GW-BS	145000	185000	9500
#59C294	GNB	GW-QU	58000	72000	4200
#7B0E7A	GNB	GW-BL	12500	15500	850
#45C48C	GNQ	GQ-LI	115000	145000	6800
#E5D4E1	GNQ	GQ-KN	58000	72000	3400
#ECD1BA	GNQ	GQ-CS	42000	54000	2800
#9BC913	GNQ	GQ-WN	72000	92000	4600
#D66B1B	GNQ	GQ-AN	10500	13500	850
#C0F07F	GNQ	GQ-BN	62000	78000	3800
#9CC2B1	GNQ	GQ-BS	38000	48000	2400
#A96BBD	GRC	GR-C	215000	765000	185000
#7D460C	GRC	GR-D	42500	185000	58000
#3F3615	GRC	GR-B	84000	365000	92000
#91FC41	GRC	GR-A	225000	845000	195000
#BA1466	GRC	GR-69	14500	34500	8500
#1B593C	GRC	GR-E	88000	385000	105000
#8E9ADE	GRC	GR-H	68000	285000	72000
#38541E	GRC	GR-A1	425000	1850000	485000
#73E5E0	GRC	GR-J	82000	345000	105000
#CDCF6F	GRC	GR-G	36500	135000	38000
#B9DB5F	GRC	GR-M	68000	285000	82000
#89F18A	GRC	GR-L	26500	115000	36500
#9ED30E	GRC	GR-K	28500	105000	32500
#FA3A52	GRC	GR-F	14500	54500	16500
#64A06D	GRD	GD-03	3800	6400	850
#F93C49	GRD	GD-02	3400	5800	780
#F9E8E7	GRD	GD-01	3600	6200	820
#0DA3F1	GRD	GD-06	3200	5400	720
#67DB39	GRD	GD-05	2800	4800	650
#A478F5	GRD	GD-04	10500	18500	2400
#0CD5BC	GRD	GD-10	2400	3800	550
#23B960	GRL	GL-SM	5800	13500	1200
#675F82	GRL	GL-UO	2400	5800	450
#4E8BE3	GRL	GL-QA	2200	5200	420
#64BB39	GRL	GL-UO	2400	5800	450
#549BAF	GRL	GL-QE	2800	6400	520
#AF8A8C	GRL	GL-KU	2100	4800	380
#DE3671	GTM	GT-JU	175000	185000	16500
#DDE080	GTM	GT-CQ	44500	52500	4200
#4D23AB	GTM	GT-PE	165000	195000	15500
#F41268	GTM	GT-SM	315000	385000	28500
#B643C5	GTM	GT-HU	325000	395000	29500
#47E5F5	GTM	GT-QC	245000	295000	22500
#12A2D6	GTM	GT-AV	265000	315000	24500
#519E2D	GTM	GT-IZ	115000	145000	10500
#B9CBC9	GTM	GT-ZA	22000	28000	2100
#B1E7B8	GTM	GT-RE	92000	115000	8500
#95291A	GTM	GT-SU	145000	175000	13500
#BC563D	GTM	GT-ES	135000	165000	12500
#B7855C	GTM	GT-SR	105000	125000	9500
#0F321F	GTM	GT-CM	155000	185000	14500
#1B94F8	GTM	GT-SA	85000	105000	8200
#F99737	GTM	GT-GU	845000	1250000	115000
#0D0DA0	GTM	GT-JA	105000	125000	9500
#D7F199	GTM	GT-PR	48000	58000	4200
#476286	GTM	GT-SO	115000	135000	10500
#4DDF28	GTM	GT-QZ	245000	295000	22500
#803AC1	GTM	GT-BV	88000	105000	8200
#FA2B5A	GTM	GT-TO	125000	155000	11500
#F4D380	GUM	GU-X01~	48500	96500	8500
#50DACA	GUY	GY-MA	7200	10500	850
#76DA37	GUY	GY-PM	7400	10800	920
#50B0A9	GUY	GY-PT	58000	84500	5600
#12D637	GUY	GY-UD	92000	138000	10500
#13E557	GUY	GY-BA	18500	26500	1900
#958B48	GUY	GY-DE	115000	175000	14500
#25D93A	GUY	GY-CU	7400	10800	850
#CC4644	GUY	GY-UT	125000	185000	15500
#71F1F9	GUY	GY-EB	21500	32500	2400
#BD91B9	GUY	GY-ES	16500	24500	1800
#87C026	HKG	HK-X16~	46500	215000	38500
#E19D49	HKG	HK-X18~	44500	195000	34500
#BE474A	HKG	HK-X04~	58500	265000	48500
#D5D8D9	HKG	HK-X01~	26500	118000	21500
#12C989	HKG	HK-X02~	54500	245000	42500
#E9C115	HKG	HK-X03~	72500	315000	54500
#658C85	HKG	HK-X13~	42500	185000	32500
#B591C0	HKG	HK-X17~	78500	345000	62500
#E84CCD	HKG	HK-X11~	41500	175000	31500
#706CF3	HKG	HK-X10~	48500	215000	38500
#B29AAB	HKG	HK-X09~	64500	285000	51500
#CD27B5	HKG	HK-X06~	52500	235000	41500
#9D3269	HKG	HK-X05~	56500	255000	44500
#DF2E96	HKG	HK-X07~	62500	275000	48500
#570F9E	HKG	HK-X12~	38500	165000	28500
#A2A591	HKG	HK-X14~	46500	205000	36500
#7397C1	HKG	HK-X15~	74500	325000	58500
#208BAE	HKG	HK-X08~	42500	185000	32500
#12F0ED	HMD	HM-X01~	0	0	0
#E04DD3	HND	HN-OC	42500	58500	3800
#EDA8C2	HND	HN-LE	135000	185000	10500
#233FB9	HND	HN-IN	68500	94500	5800
#798743	HND	HN-LP	52500	72500	4200
#C9CF36	HND	HN-VA	64500	88500	5400
#E98C8F	HND	HN-OL	165000	225000	13500
#16150A	HND	HN-GD	24500	34500	2100
#DCEFE3	HND	HN-EP	115000	165000	9800
#C997FE	HND	HN-CH	145000	195000	11500
#39A181	HND	HN-CR	1100000	1750000	105000
#6FAE87	HND	HN-SB	125000	175000	9800
#20EA4A	HND	HN-CP	105000	145000	8500
#419D57	HND	HN-CL	84500	115000	6800
#F26DA9	HND	HN-AT	125000	175000	10500
#3AC86A	HND	HN-IB	16500	22500	1400
#A626AF	HND	HN-CM	155000	215000	12500
#E7D8BE	HND	HN-YO	185000	255000	15500
#57DA24	HND	HN-FM	365000	485000	28500
#923790	HRV	HR-20	26500	94500	18500
#EEB945	HRV	HR-10	32500	115000	24500
#ECC41F	HRV	HR-06	21500	78500	16500
#B0B8CA	HRV	HR-14	26500	98500	21500
#DCFB57	HRV	HR-18	24500	86500	18500
#75865A	HRV	HR-19	28500	98500	21500
#7F0A4F	HRV	HR-03	36500	125000	26500
#5AACD0	HRV	HR-12	22500	78500	16500
#F4C937	HRV	HR-04	38500	135000	28500
#2992D5	HRV	HR-13	21500	74500	16500
#F092F9	HRV	HR-16	24500	84500	18500
#A4F140	HRV	HR-17	64500	225000	48500
#0A7A68	HRV	HR-05	44500	155000	34500
#E548E1	HRV	HR-02	28500	98500	22500
#D1AA9F	HRV	HR-01	46500	165000	36500
#F85150	HRV	HR-08	22500	76500	16500
#7E48CA	HRV	HR-15	21500	74500	16500
#8310F0	HRV	HR-09	9500	32500	7400
#5B206F	HRV	HR-07	24500	84500	18500
#436ED5	HRV	HR-21	115000	485000	105000
#CCE366	HRV	HR-12	22500	78500	16500
#E451A3	HTI	HT-NE	115000	145000	9800
#2F8791	HTI	HT-CE	215000	275000	18500
#C36177	HTI	HT-OU	565000	985000	68000
#D5229F	HTI	HT-SE	165000	215000	14500
#87214F	HTI	HT-SD	245000	315000	21500
#64B91D	HTI	HT-GA	135000	175000	11500
#ED1F72	HTI	HT-NO	145000	185000	12500
#B040A5	HTI	HT-ND	115000	145000	9800
